gcf_id	num_bgc	mibig	class	x	y	z
245526	3	[]	Polyketide	-20.418665	24.00408	-22.844175
245527	2	[]	mixed	15.363278	-1.3696396	33.903675
245528	5	[]	Other	3.8626127	16.6855	-33.399097
245529	14	[]	mixed	-11.865	-22.273329	37.652763
245530	13	[]	mixed	-28.818277	-18.614082	20.504955
245531	12	[]	Polyketide	12.87967	25.024288	-7.73994
245532	3	[]	Other	7.40036	21.161844	-31.619524
245533	36	[]	mixed	-6.9416823	1.4229269	-25.393456
245534	14	[]	Polyketide	-21.372278	-17.893206	-18.894415
245535	1	[]	mixed	-12.850204	-3.0723677	-7.5277143
245536	65	[]	mixed	-22.144821	-16.21993	-30.021584
245537	2	[]	mixed	2.8184094	-22.87647	23.355558
245538	40	['BGC0001425.1', 'BGC0001423.1', 'BGC0001417.1', 'BGC0001428.1', 'BGC0001421.1', 'BGC0001418.1', 'BGC0001424.1', 'BGC0001419.1', 'BGC0001422.1', 'BGC0001420.1', 'BGC0001426.1', 'BGC0001431.1', 'BGC0001427.1', 'BGC0001023.1']	mixed	4.5732474	2.3002388	9.996194
245539	10	[]	mixed	4.533808	2.29604	41.76185
245540	1	[]	mixed	12.317235	1.4452448	8.538864
245541	6	['BGC0000119.1', 'BGC0000118.1']	mixed	14.806033	-30.949522	0.3801301
245542	4	[]	mixed	-20.88854	-16.800297	-13.377284
245543	1	[]	mixed	-11.242869	-2.82388	-29.620167
245544	227	[]	mixed	-3.5389426	12.833122	43.567238
245545	17	[]	mixed	-4.164723	11.751715	47.718887
245546	211	[]	mixed	21.698727	12.4263	-21.590734
245547	15	[]	Polyketide	20.576866	33.803947	1.7458863
245548	20	[]	mixed	-39.68716	-18.015049	-11.464535
245549	27	[]	mixed	0.52568674	-21.537207	-25.200861
245550	12	[]	mixed	35.59948	3.0867972	35.284756
245551	184	[]	Polyketide	11.728708	20.95023	-9.399451
245552	29	[]	mixed	-15.326797	-33.266644	15.671419
245553	3	[]	Polyketide	-26.674713	-22.253021	10.214839
245554	76	[]	NRP	21.367125	7.224151	-11.223372
245555	516	[]	NRP	30.245972	4.639784	-22.188604
245556	11	[]	mixed	-14.889966	9.884559	14.697644
245557	429	[]	NRP	16.029556	0.9471432	-19.098684
245558	603	[]	mixed	20.651648	-15.18373	-21.434258
245559	2	[]	mixed	-37.457848	23.857788	10.909992
245560	103922	['BGC0000448.1', 'BGC0001748.1', 'BGC0001561.1', 'BGC0000292.1', 'BGC0000348.1', 'BGC0000313.1', 'BGC0001570.1', 'BGC0001692.1', 'BGC0001371.1', 'BGC0001900.1', 'BGC0000420.1', 'BGC0000325.1', 'BGC0001686.1', 'BGC0001142.1', 'BGC0000427.1', 'BGC0000835.1', 'BGC0001679.1', 'BGC0000901.1', 'BGC0000727.1', 'BGC0000430.1', 'BGC0000361.1', 'BGC0000421.1', 'BGC0000444.1', 'BGC0001085.1', 'BGC0001154.1', 'BGC0001442.1', 'BGC0001699.1', 'BGC0000308.1', 'BGC0000410.1', 'BGC0000384.1', 'BGC0001573.1', 'BGC0001365.1', 'BGC0001585.1', 'BGC0000893.1', 'BGC0000349.1', 'BGC0001402.1', 'BGC0000446.1', 'BGC0001240.1', 'BGC0000951.1', 'BGC0001599.1', 'BGC0001123.1', 'BGC0001820.1', 'BGC0001873.1', 'BGC0001650.1', 'BGC0000900.1', 'BGC0001166.1', 'BGC0000303.1', 'BGC0000328.1', 'BGC0001717.1', 'BGC0000876.1', 'BGC0001545.1', 'BGC0001768.1', 'BGC0001672.1', 'BGC0000307.1', 'BGC0000412.1', 'BGC0000375.1', 'BGC0000391.1', 'BGC0000357.1', 'BGC0001261.1', 'BGC0001637.1', 'BGC0001721.1', 'BGC0000653.1', 'BGC0001168.1', 'BGC0001250.1', 'BGC0000409.1', 'BGC0000321.1', 'BGC0001497.1', 'BGC0000949.1', 'BGC0001752.1', 'BGC0000312.1', 'BGC0001627.1', 'BGC0000397.1', 'BGC0000372.1', 'BGC0000351.1', 'BGC0000288.1', 'BGC0001805.1', 'BGC0001249.1', 'BGC0001609.1', 'BGC0000377.1', 'BGC0001562.1', 'BGC0001479.1', 'BGC0000422.1', 'BGC0000350.1', 'BGC0000818.1', 'BGC0000334.1', 'BGC0001532.1', 'BGC0000342.1', 'BGC0001044.1', 'BGC0001961.1', 'BGC0001220.1', 'BGC0001718.1', 'BGC0000355.1', 'BGC0001434.1', 'BGC0001698.1', 'BGC0000465.1', 'BGC0001527.1', 'BGC0000416.1', 'BGC0001372.1', 'BGC0001399.1', 'BGC0001621.1', 'BGC0001515.1', 'BGC0001516.1', 'BGC0001517.1', 'BGC0000362.1', 'BGC0001925.1', 'BGC0000293.1', 'BGC0000356.1', 'BGC0000304.1', 'BGC0001084.1', 'BGC0001135.1', 'BGC0001020.1', 'BGC0001652.1', 'BGC0001518.1', 'BGC0001251.1', 'BGC0000816.1', 'BGC0000819.1']	mixed	-75.66966	-95.00761	100.93325
245561	2	[]	Polyketide	-9.940031	21.316536	-1.9907044
245562	1	[]	Polyketide	-22.321062	6.772205	1.1764319
245563	1	[]	mixed	-44.46354	-4.4834366	-10.712135
245564	8	[]	mixed	16.811739	-5.115789	20.048899
245565	11	[]	mixed	-16.114498	-35.32217	-9.180357
245566	2	[]	Polyketide	-6.8483753	-15.660001	-7.882836
245567	4	[]	mixed	-24.376537	-7.9262214	-40.792873
245568	8	['BGC0000203.1']	mixed	-38.556286	-10.881989	-11.177285
245569	5	[]	mixed	-28.557596	5.723573	14.357274
245570	2	[]	Polyketide	-3.2267654	11.856257	10.369287
245571	41	[]	mixed	-2.580165	39.85561	-1.2520072
245572	2	[]	Polyketide	-5.6506042	-3.6618385	-51.37475
245573	12	[]	mixed	-22.637993	-16.621353	26.526075
245574	21	['BGC0000864.1']	mixed	0.67835975	40.021873	0.71893686
245575	38	['BGC0000186.1']	mixed	-21.85745	-32.70572	17.09026
245576	2	[]	NRP	-0.53561544	-1.7067562	-33.833286
245577	31	[]	mixed	-1.5508051	20.847523	38.640125
245578	23	[]	Terpene	0.053948037	-4.255844	-39.976173
245579	125	[]	mixed	-4.3803144	21.410303	38.208336
245580	14	[]	mixed	-22.07844	-13.6718645	-33.892227
245581	5	[]	mixed	-9.349033	-11.6692915	-17.710272
245582	102	[]	mixed	8.750486	0.15570584	19.78112
245583	21	[]	mixed	-4.947312	42.43047	-12.652351
245584	10	[]	mixed	-14.0746565	-17.768032	0.44532192
245585	35	[]	mixed	18.048048	30.63172	4.5071306
245586	6	[]	mixed	27.9284	-7.0769815	-41.34487
245587	14	[]	Polyketide	0.5154153	38.01231	-12.842418
245588	1	[]	mixed	-3.6104245	20.690004	46.39475
245589	4	[]	Other	-6.55962	1.2289264	-33.548603
245590	2	[]	NRP	34.874214	3.2879136	-39.073
245591	1198	[]	NRP	18.113607	1.8043331	-9.435396
245592	2117	[]	mixed	22.565252	6.555051	-17.687035
245593	18	[]	mixed	-16.83619	21.69733	14.490169
245594	3	[]	Other	-0.9292803	-11.987846	-39.779972
245595	5	[]	mixed	8.619128	3.1750166	12.020928
245596	10	[]	mixed	-24.274624	-12.553124	-41.28831
245597	1	[]	Polyketide	-24.178879	-2.6956966	-37.60813
245598	8	[]	mixed	11.416998	-11.008627	9.366996
245599	6	[]	Polyketide	2.2119296	-9.386014	-6.984409
245600	6	[]	mixed	22.517763	-20.53334	18.545849
245601	6	[]	mixed	-30.52994	21.628017	0.6323473
245602	8	[]	mixed	4.3955197	-25.114622	9.26618
245603	15	[]	mixed	17.050331	-28.843487	-12.545837
245604	3	[]	Polyketide	-18.875715	-9.408419	-38.49857
245605	1	[]	mixed	-6.5805287	2.2228916	55.575916
245606	1	[]	mixed	-28.388988	33.898285	12.630234
245607	2	[]	mixed	10.390201	9.998385	40.768616
245608	2	[]	Polyketide	-20.702366	-29.08215	-30.244505
245609	1	[]	mixed	8.183348	-1.9136239	36.565025
245610	2	[]	Polyketide	-15.439959	-0.59179634	-9.9733095
245611	36	[]	mixed	4.633997	-1.6114107	32.835846
245612	7	[]	mixed	-9.089009	4.157548	17.635874
245613	8	[]	mixed	-2.2288907	9.633288	23.47518
245614	3	[]	mixed	10.787577	-26.09865	32.401073
245615	11	[]	NRP	3.682482	-8.974293	-36.91593
245616	2	[]	Polyketide	-23.390995	-42.35607	18.754196
245617	8	[]	mixed	0.28029478	-2.2058065	19.07315
245618	75	[]	NRP	-0.43132138	-7.6355095	-39.761555
245619	12	[]	Polyketide	-7.897503	17.411493	-1.8780824
245620	2	['BGC0000163.1']	Polyketide	-22.800564	-20.314157	1.7533205
245621	5	[]	mixed	-3.0543122	32.799477	-14.177014
245622	3	[]	mixed	7.016179	34.84067	10.371609
245623	3	[]	mixed	18.695507	19.923092	21.811407
245624	21	[]	Polyketide	5.0158663	30.98506	-19.891642
245625	3	[]	mixed	-2.7692354	3.813498	-4.4989886
245626	5	[]	mixed	0.71977764	-22.180779	-21.73175
245627	1	[]	mixed	-1.0531864	-36.34845	13.027967
245628	3	[]	mixed	5.9765177	45.592697	-9.105627
245629	1	[]	Polyketide	-20.669653	-4.916927	-10.832112
245630	30	[]	mixed	-11.374908	15.816572	-20.623602
245631	5	[]	mixed	-21.18383	-12.819493	-37.349003
245632	1	[]	mixed	-2.5160513	-29.155815	-23.807486
245633	3	[]	mixed	10.982109	-22.912489	10.861389
245634	483	['BGC0001059.1']	mixed	-7.786084	7.4655976	29.001566
245635	5	[]	mixed	-8.33503	3.4433591	-5.4922967
245636	60	[]	mixed	16.266663	-25.290205	0.1494572
245637	3	[]	Polyketide	-24.376831	-12.868559	-22.86365
245638	38	[]	mixed	-20.517078	-7.6062207	-43.33671
245639	119	['BGC0001908.1', 'BGC0001770.1', 'BGC0001658.1']	mixed	-10.617728	-4.380906	-7.031122
245640	9	[]	mixed	-18.481945	-17.596966	24.140764
245641	311	['BGC0001553.1', 'BGC0001556.1', 'BGC0000996.1', 'BGC0000999.1', 'BGC0001435.1', 'BGC0001726.1', 'BGC0001043.1']	mixed	10.073988	1.6002289	10.191723
245642	26	[]	mixed	-18.557646	-16.682295	32.598118
245643	9	[]	Other	4.3535156	-3.6472843	-42.427807
245644	1	[]	mixed	-26.527973	-12.968833	-0.46207696
245645	3	[]	mixed	0.4646707	18.834753	47.509663
245646	1	[]	mixed	28.686417	-23.036135	17.597162
245647	6	[]	Other	-6.782193	-2.674857	-31.755142
245648	6139	['BGC0000043.1', 'BGC0000072.1', 'BGC0000170.1', 'BGC0001273.1', 'BGC0001275.1', 'BGC0000160.1', 'BGC0001244.1', 'BGC0001276.1', 'BGC0000609.1', 'BGC0000120.1']	mixed	-3.022539	15.259401	2.5801942
245649	7	['BGC0000164.1']	mixed	-26.120028	-18.653196	-0.09763843
245650	52	['BGC0000237.1', 'BGC0000232.1']	mixed	-21.82975	-5.639266	-29.548906
245651	25	['BGC0001904.1']	mixed	-26.620457	-5.0173535	-23.176195
245652	152	['BGC0001812.1', 'BGC0000059.1', 'BGC0000117.1', 'BGC0000087.1', 'BGC0000058.1', 'BGC0001169.1', 'BGC0001648.1', 'BGC0000060.1', 'BGC0000086.1', 'BGC0001670.1', 'BGC0000147.1', 'BGC0000153.1', 'BGC0000114.1', 'BGC0001742.1', 'BGC0000124.1', 'BGC0000149.1', 'BGC0000069.1', 'BGC0000109.1']	mixed	-16.113905	-10.9663315	1.5886669
245653	5	[]	Polyketide	-22.627422	-1.7924784	-23.573214
245654	1	[]	Polyketide	-23.115301	-3.1260195	-16.404528
245655	26	[]	mixed	4.940032	26.975533	-20.197247
245656	1350	[]	mixed	-2.2299333	14.908801	9.344787
245657	6	[]	mixed	-13.437076	-29.125689	0.7280818
245658	12	[]	mixed	5.473188	-3.4587386	-18.030022
245659	2	[]	mixed	5.5882177	-4.118615	28.841871
245660	192	[]	mixed	-5.6127377	12.435995	41.49034
245661	12	[]	Polyketide	-8.385861	14.1563425	1.1971805
245662	25	[]	mixed	1.042209	-3.6627717	-23.041046
245663	11	['BGC0000175.1']	mixed	-28.190437	-22.40314	23.275309
245664	9	[]	Other	0.08929478	19.06337	-21.284904
245665	8	[]	mixed	2.7681344	1.5863007	-12.15238
245666	7313	['BGC0000280.1', 'BGC0000902.1', 'BGC0000282.1', 'BGC0001831.1', 'BGC0001083.1', 'BGC0000285.1', 'BGC0002034.1', 'BGC0001148.1', 'BGC0001964.1', 'BGC0001905.1', 'BGC0001078.1', 'BGC0000652.1', 'BGC0001310.1', 'BGC0000281.1', 'BGC0001079.1']	mixed	30.1408	4.913313	2.8638837
245667	13	[]	NRP	39.98667	-0.7217498	-27.966045
245668	59	[]	NRP	42.581	-1.3140998	-21.775135
245669	11297	[]	mixed	23.55773	-21.192236	-16.221287
245670	1	[]	mixed	-6.656126	14.675366	53.54917
245671	6939	['BGC0000907.1', 'BGC0000758.1', 'BGC0001510.1', 'BGC0000880.1', 'BGC0000691.1', 'BGC0000800.1', 'BGC0000762.1', 'BGC0000730.1', 'BGC0000733.1', 'BGC0000807.1', 'BGC0001586.1', 'BGC0001395.1', 'BGC0000781.1', 'BGC0000804.1', 'BGC0000708.1', 'BGC0001225.1', 'BGC0000760.1', 'BGC0001285.1', 'BGC0000759.1', 'BGC0000709.1', 'BGC0000784.1', 'BGC0001603.1', 'BGC0001610.1', 'BGC0000778.1', 'BGC0000797.1', 'BGC0000801.1', 'BGC0000787.1', 'BGC0000713.1', 'BGC0000723.1', 'BGC0000799.1', 'BGC0000690.1', 'BGC0000763.1', 'BGC0000785.1', 'BGC0000782.1', 'BGC0000790.1', 'BGC0000773.1', 'BGC0000767.1', 'BGC0000766.1', 'BGC0000793.1', 'BGC0000761.1', 'BGC0000700.1', 'BGC0000732.1', 'BGC0000953.1', 'BGC0000731.1', 'BGC0000705.1', 'BGC0000775.1', 'BGC0000772.1', 'BGC0000715.1', 'BGC0000777.1', 'BGC0000794.1', 'BGC0000768.1', 'BGC0000803.1', 'BGC0000786.1', 'BGC0000702.1', 'BGC0001410.1', 'BGC0000868.1', 'BGC0001654.1', 'BGC0000689.1', 'BGC0000716.1', 'BGC0000789.1', 'BGC0000695.1', 'BGC0000783.1', 'BGC0000019.1', 'BGC0000752.1', 'BGC0000721.1', 'BGC0000694.1', 'BGC0001521.1', 'BGC0000776.1', 'BGC0001947.1', 'BGC0000796.1', 'BGC0000791.1', 'BGC0000720.1', 'BGC0000780.1', 'BGC0000792.1', 'BGC0000693.1', 'BGC0000722.1', 'BGC0000788.1', 'BGC0000806.1', 'BGC0000696.1', 'BGC0000714.1', 'BGC0001411.1', 'BGC0001894.1', 'BGC0000795.1', 'BGC0001412.1', 'BGC0000704.1', 'BGC0001817.1', 'BGC0000707.1', 'BGC0000692.1', 'BGC0000711.1', 'BGC0000699.1']	mixed	32.482063	-3.4396424	-6.1458893
245672	3	[]	mixed	1.6813543	36.72092	-5.8156643
245673	20	[]	NRP	28.602509	2.785043	-18.88047
245674	88	[]	mixed	39.195877	8.020928	-24.461058
245675	14	[]	NRP	53.372963	3.400795	-7.3950334
245676	534	[]	mixed	3.2015567	13.5780945	-29.657728
245677	3	[]	mixed	21.476261	44.42183	6.037625
245678	8	[]	mixed	11.60288	-6.546559	0.6940045
245679	3	[]	mixed	13.208538	3.6282551	-3.4365315
245680	8	[]	mixed	-1.6080395	12.904297	-3.0328562
245681	194	[]	NRP	42.44662	-2.2372034	-14.981248
245682	58	[]	NRP	48.80936	8.385704	-7.955899
245683	131	[]	mixed	32.184574	6.021544	-17.634975
245684	4449	[]	NRP	44.066807	-0.43482193	2.1997025
245685	6	[]	mixed	-10.1193285	10.623856	-8.854493
245686	9	[]	mixed	-4.2534804	7.7745748	3.8476353
245687	23	[]	Polyketide	-12.739976	19.68292	-9.611088
245688	53	[]	mixed	-16.209003	18.018663	0.059539214
245689	2	[]	mixed	4.9599795	27.616886	12.743263
245690	1	[]	mixed	-10.363379	38.611774	29.169765
245691	7	[]	mixed	0.7661893	5.5732374	29.585413
245692	2	['BGC0001941.1']	mixed	-26.984365	8.405137	26.124445
245693	1	[]	mixed	-17.473135	-5.186411	20.449078
245694	1	[]	mixed	-32.467052	14.444881	13.659079
245695	1	[]	mixed	21.935135	46.069145	-1.967756
245696	1	[]	mixed	-4.881748	-4.6154003	15.857416
245697	1	[]	NRP	21.337303	18.2571	-19.68406
245698	1	[]	NRP	17.922436	4.8426404	27.199802
245699	1	[]	mixed	-14.384387	26.57105	28.856121
245700	77	[]	mixed	-5.9719977	2.0671425	24.261488
245701	7	[]	mixed	-6.196994	6.6363072	-9.912627
245702	1740	[]	mixed	34.31027	27.766304	-13.916608
245703	15	[]	mixed	-4.239883	-0.7467209	-26.408457
245704	54	[]	mixed	10.317509	12.479197	-27.059107
245705	1	[]	mixed	-14.247021	17.493496	11.277489
245706	1	[]	mixed	-13.657758	37.456165	6.4677615
245707	323	[]	mixed	26.906317	14.622367	-12.243641
245708	26	[]	NRP	17.774303	10.389373	-11.973769
245709	1	[]	Other	-8.614119	22.984217	-36.447147
245710	18	[]	NRP	11.307123	1.0396875	28.740484
245711	28	[]	mixed	1.269616	9.25774	39.17122
245712	1356	['BGC0001054.1', 'BGC0000972.1', 'BGC0001902.1']	mixed	-8.569755	8.931307	26.220533
245713	21	[]	mixed	-38.000034	-13.135687	-3.5776076
245714	1	[]	mixed	5.194589	-36.656948	-9.29536
245715	1	[]	mixed	8.146197	-32.167107	-25.63641
245716	15	[]	mixed	16.637335	30.242231	-12.770327
245717	3	[]	Polyketide	5.4319587	52.208714	1.1738602
245718	1735	[]	NRP	22.946573	-3.601934	-38.735447
245719	55	[]	mixed	14.414626	-7.1973453	-14.09315
245720	501	[]	NRP	13.549834	-1.9843271	-10.95718
245721	1514	[]	mixed	17.297865	-2.302205	-27.949306
245722	41	[]	mixed	18.064024	-15.679626	-10.853167
245723	60	['BGC0001393.1']	mixed	20.61602	-7.092184	-14.225636
245724	2	[]	mixed	-0.8055873	12.906622	37.66708
245725	48	[]	NRP	16.402946	9.025636	-32.23819
245726	48	[]	NRP	24.88866	22.823048	-20.241798
245727	25	[]	mixed	-0.56387943	-9.681308	18.982145
245728	22	[]	mixed	-19.48471	-19.80797	20.69041
245729	57	[]	mixed	33.66728	-7.8777294	26.126497
245730	1	[]	Polyketide	4.566075	3.3480003	-1.3718035
245731	3	[]	mixed	-26.082834	-27.518162	-35.030193
245732	4	[]	mixed	30.510632	-22.698637	10.217349
245733	10	[]	mixed	21.331451	-29.581696	-26.664156
245734	19	[]	mixed	-16.655798	21.502539	3.9752204
245735	8	[]	mixed	-43.23857	-16.815397	-17.21022
245736	8	[]	mixed	25.67331	-13.228408	28.620817
245737	15	[]	mixed	-6.0609694	18.277092	8.569823
245738	7	[]	mixed	23.110352	1.2851784	-33.954445
245739	1	[]	NRP	20.394629	20.06919	-11.166887
245740	648	['BGC0000413.1']	mixed	24.053482	1.8339585	-23.992687
245741	5	[]	mixed	-5.977069	-1.1553583	-2.588416
245742	74	[]	NRP	25.764591	-24.91915	-10.115395
245743	56	[]	NRP	19.724112	11.981213	-34.48572
245744	55	[]	NRP	34.35115	-11.6195345	-10.458392
245745	1	[]	NRP	43.369728	-12.391063	-12.941143
245746	1	[]	NRP	39.03475	-11.31584	-23.333147
245747	2	[]	Polyketide	-19.516178	-12.122164	-4.062834
245748	2	[]	Polyketide	6.231822	6.538125	-9.315561
245749	13	[]	mixed	-0.033917494	4.4320474	-26.55874
245750	2	[]	mixed	-39.991154	-8.042691	-9.19394
245751	2	[]	mixed	1.5928653	19.79023	11.951691
245752	9	[]	mixed	-7.540932	-23.392744	-35.712864
245753	86	[]	mixed	28.193636	5.3286486	-15.639815
245754	5	[]	mixed	-2.2005794	3.9641414	14.293149
245755	1	[]	mixed	-12.666136	-14.453131	-2.0658343
245756	1659	[]	Other	32.53149	-3.83285	-14.293376
245757	262	[]	mixed	27.242075	6.3150806	-19.945583
245758	8	[]	mixed	-13.488033	-30.811453	-15.908014
245759	5	[]	NRP	13.350268	-2.486081	6.273796
245760	42	[]	mixed	42.738613	4.5808697	-21.128706
245761	170	['BGC0000373.1', 'BGC0001193.1']	mixed	28.571371	9.026091	-15.902838
245762	2	[]	mixed	43.74632	9.122994	-20.657719
245763	17	[]	mixed	26.98612	-27.088032	5.348372
245764	24	[]	NRP	32.95213	10.48186	-17.94214
245765	7	[]	mixed	45.36307	6.4796968	13.295849
245766	12	[]	mixed	-4.185939	11.9571705	-18.038986
245767	20	[]	mixed	33.83882	0.19089255	-15.06169
245768	5765	[]	mixed	43.355816	6.3483696	-15.676377
245769	16	[]	NRP	40.972828	-16.98778	-10.93487
245770	15	[]	NRP	38.543938	13.257445	-11.726589
245771	6673	[]	mixed	26.814737	4.94507	11.571783
245772	18	[]	mixed	3.4924057	1.4147995	-17.034744
245773	8	[]	Polyketide	-18.471027	-3.4086447	-3.4130747
245774	9	[]	mixed	24.555542	26.675327	10.425304
245775	11	[]	mixed	-19.794792	-0.38094002	-12.366045
245776	10	[]	mixed	-30.453041	-25.148857	26.107662
245777	2	[]	mixed	-12.332305	25.11315	16.79413
245778	2	[]	mixed	-10.068698	-18.1296	-1.2701412
245779	4	[]	mixed	9.506641	-0.6052023	9.482092
245780	17	[]	mixed	-1.7352643	-22.683317	8.221629
245781	2	[]	mixed	4.95697	2.7720225	53.287464
245782	659	[]	NRP	44.814835	-4.720752	-11.500037
245783	423	[]	mixed	25.396172	3.257794	-5.1629515
245784	11	[]	mixed	-16.216696	-0.6916141	24.69692
245785	81	[]	mixed	2.8814309	42.07146	-0.576854
245786	15	[]	mixed	37.51325	19.294432	-5.8251476
245787	27	[]	mixed	46.678745	19.620241	-2.568645
245788	35	[]	mixed	2.134729	8.0869255	-16.62628
245789	106	[]	NRP	20.384892	3.3721178	-20.067846
245790	1	[]	mixed	-1.8148273	3.7178278	6.0628357
245791	1610	[]	mixed	16.466228	-1.4298029	-23.178505
245792	565	[]	mixed	19.75072	-10.056401	-23.038216
245793	2	[]	mixed	-2.761805	28.351694	19.521679
245794	4	[]	mixed	22.203838	32.952065	17.926115
245795	12	[]	NRP	17.641499	6.14999	-11.158742
245796	6	[]	NRP	12.836576	17.505394	-18.386404
245797	62	['BGC0001283.1']	mixed	-5.424035	6.763993	-4.351082
245798	7	[]	mixed	8.474758	-26.675861	5.9087825
245799	35	['BGC0000220.1']	mixed	-19.134401	-13.968007	-22.152372
245800	2	[]	Polyketide	-28.430492	-19.486668	14.029829
245801	720	['BGC0000433.1']	NRP	23.753578	-3.8086612	-22.119799
245802	30	[]	NRP	26.29216	18.911781	-15.797884
245803	2	[]	NRP	38.6148	-16.372349	-19.911793
245804	3	[]	NRP	24.399689	9.3550005	-20.532022
245805	12	[]	NRP	41.917156	-7.2192836	-21.107185
245806	30	[]	NRP	33.359497	1.934196	-22.85761
245807	29	[]	NRP	25.372501	24.064848	-12.217992
245808	14	[]	NRP	23.55441	-1.6061567	-18.226854
245809	29	[]	NRP	19.210308	12.870042	-19.261461
245810	22	[]	mixed	-9.552415	25.799755	12.056694
245811	27	[]	Polyketide	-17.732016	17.76277	-8.171585
245812	27	[]	mixed	23.187649	10.494718	-29.29791
245813	4381	[]	NRP	23.596155	-6.209754	-27.008692
245814	39	[]	NRP	21.612589	-6.327984	-8.996736
245815	867	[]	NRP	18.416605	-17.44893	-16.41223
245816	5	[]	mixed	-2.2981963	0.44941005	22.104185
245817	4	[]	mixed	-43.83646	9.615704	17.048273
245818	1	[]	mixed	-0.6140417	-5.155275	-15.238334
245819	2	[]	mixed	-2.6744163	-27.701878	28.379837
245820	4	[]	Other	-9.084473	20.953115	-30.525417
245821	8	[]	mixed	-7.4548635	-3.1148145	-46.223114
245822	58	[]	mixed	18.093037	12.667472	29.39502
245823	4	[]	Polyketide	-16.44541	9.562317	-15.631744
245824	70	[]	mixed	-0.30306876	-36.56571	10.79214
245825	47	[]	mixed	-9.903491	-12.242439	25.998156
245826	1550	['BGC0001187.1', 'BGC0001057.1', 'BGC0001122.1', 'BGC0001037.1', 'BGC0000977.1', 'BGC0001874.1']	mixed	5.057666	5.575821	6.118023
245827	1	[]	Polyketide	-25.341724	7.9338403	-2.7473855
245828	3	['BGC0001447.1']	Polyketide	-17.364082	-5.016331	-7.5416236
245829	3	[]	mixed	-17.010345	-45.352417	-2.7054455
245830	27	[]	Polyketide	-29.699554	-2.3898416	-31.559084
245831	17	[]	mixed	5.4206367	49.766964	1.0818439
245832	2	[]	Polyketide	8.261401	38.94289	-3.618969
245833	41	[]	mixed	-6.4213614	0.8675991	14.911506
245834	1	[]	Other	-14.382967	0.54873145	-22.36673
245835	1	[]	mixed	16.162182	-41.224297	9.961103
245836	7	[]	mixed	1.1900456	15.44513	8.475189
245837	2	[]	mixed	-10.589601	-19.476812	-14.58023
245838	2	[]	mixed	-25.008453	-39.467575	-2.605509
245839	3	[]	mixed	-7.168391	-18.532795	2.6821656
245840	1	[]	mixed	9.333197	-2.6374812	-6.339232
245841	1	[]	mixed	-6.542419	28.507164	2.2857602
245842	1	[]	mixed	4.7108235	-4.9645534	15.322045
245843	3	[]	Polyketide	-16.038134	-27.822147	-30.853653
245844	18	['BGC0001041.1', 'BGC0000145.1']	mixed	18.682833	-0.967957	22.06449
245845	4	[]	mixed	7.9645467	-17.020782	-16.454346
245846	9	[]	mixed	10.790034	39.28485	22.098276
245847	87	['BGC0001007.1', 'BGC0001006.1']	mixed	-33.176945	32.19983	6.2820883
245848	7	[]	Other	3.0059757	20.113478	-29.917776
245849	13	[]	mixed	-2.2684274	38.73003	33.187893
245850	19	[]	mixed	21.92981	-15.451261	-6.5365367
245851	1	[]	Other	-11.90759	6.0287814	-45.285637
245852	2	[]	Polyketide	-1.214312	16.278687	-0.36056307
245853	9	[]	mixed	2.5098054	-16.73624	31.385746
245854	1	[]	Polyketide	4.7242036	41.520733	-16.01067
245855	1	[]	mixed	-5.03048	-0.40572897	5.174543
245856	1	[]	mixed	22.407675	-6.434989	14.605413
245857	5	[]	Polyketide	-2.3953564	-34.99109	-16.25339
245858	1	[]	mixed	-15.598869	32.53435	-2.0320945
245859	1	[]	mixed	-21.073997	-0.017739264	-40.75572
245860	33	[]	mixed	-8.923428	8.073087	-36.034935
245861	3	[]	NRP	44.45627	-8.38439	4.363928
245862	3	[]	Polyketide	-38.045925	-3.363224	-37.00733
245863	3	[]	mixed	30.690582	17.372906	17.222109
245864	4	['BGC0000001.1']	Polyketide	2.4415553	-16.73686	0.73474526
245865	32	[]	mixed	9.188339	-14.995764	-17.439478
245866	4	[]	NRP	34.717342	-2.9754002	-40.36484
245867	49	[]	mixed	-32.40879	-2.8909342	-35.46628
245868	1	[]	mixed	-32.54241	-18.59367	4.3397965
245869	1	[]	Polyketide	-35.36067	-23.881208	-30.50574
245870	1	[]	mixed	-15.84676	-11.920867	8.035522
245871	3	[]	mixed	0.6269291	34.29566	-10.343125
245872	8	[]	Other	-12.465552	1.5995805	-39.906185
245873	2	[]	NRP	29.744144	16.767971	-29.96185
245874	7491	['BGC0000324.1', 'BGC0001801.1', 'BGC0000347.1']	mixed	19.3047	7.139451	-13.349001
245875	1	[]	Polyketide	-14.590265	22.661875	-1.2264919
245876	1	[]	NRP	0.17348003	-10.648777	-49.49396
245877	1	[]	mixed	-35.176853	-9.841484	12.078828
245878	1	[]	Polyketide	-21.535702	-12.355117	15.797636
245879	242	[]	mixed	4.653534	39.205704	-12.75214
245880	1	[]	mixed	8.819295	5.0971966	-28.507313
245881	100	[]	NRP	21.885468	14.148543	-18.431826
245882	74	[]	NRP	22.496191	5.9559417	-22.890104
245883	36	[]	NRP	27.786968	-3.3976998	-15.876399
245884	56	[]	mixed	13.456717	3.420226	-10.766916
245885	1	[]	mixed	-2.1288161	-10.213532	13.845555
245886	13	[]	Polyketide	-17.279871	-40.312004	20.450071
